,Ticker,Industry,IPO_date,IPO_Price,d1Open,ATH,ATH_Date,ATL,ATL_Date,Days_to_ATH,Days_to_ATL,Low_Before_ATH
PACE,PACE,Shell Companies,07-Oct-20,$10.00,9.699999809265137,12.430000305175781,2020-12-14,9.699999809265137,2020-11-27,17.0,0.0,9.699999809265137
MAAC,MAAC,Shell Companies,07-Oct-20,$10.00,10.5,10.720000267028809,2021-01-13,9.75,2020-12-10,36.0,2.0,9.75
EMPW,EMPW,Shell Companies,07-Oct-20,$10.00,9.75,10.550000190734863,2020-11-30,9.75,2020-11-27,3.0,0.0,9.75
NGAC,NGAC,Shell Companies,07-Oct-20,$10.00,16.0,16.0,2020-12-08,9.699999809265137,2020-12-08,0.0,0.0,9.699999809265137
PAIC,PAIC,Shell Companies,08-Oct-20,$10.00,9.75,10.800000190734863,2020-11-27,9.75,2020-11-17,10.0,0.0,9.75
AZYO,AZYO,Medical Devices,08-Oct-20,$17.00,17.31999969482422,18.0,2020-10-08,10.550000190734863,2020-11-10,0.0,33.0,13.75
FUBO,FUBO,Broadcasting,08-Oct-20,$10.00,11.0,62.290000915527344,2020-12-22,9.0600004196167,2020-10-13,75.0,5.0,9.0600004196167
INTZ,INTZ,Software—Application,09-Oct-20,$8.00,8.399999618530273,27.639999389648438,2021-01-14,8.25,2020-10-09,97.0,0.0,8.25
IH,IH,Education & Training Services,09-Oct-20,$12.00,12.119999885559082,31.58300018310547,2020-11-24,12.119999885559082,2020-10-09,46.0,0.0,12.119999885559082
LCY,LCY,Shell Companies,09-Oct-20,$10.00,10.0,11.770000457763672,2021-01-15,9.600000381469727,2020-12-03,43.0,0.0,9.600000381469727
IPOD,IPOD,Shell Companies,09-Oct-20,$10.00,11.350000381469727,16.979999542236328,2021-01-14,10.520000457763672,2020-12-02,44.0,1.0,10.520000457763672
IPOE,IPOE,Shell Companies,09-Oct-20,$10.00,10.600000381469727,22.0,2021-01-07,10.369999885559082,2020-12-04,37.0,3.0,10.369999885559082
IPOF,IPOF,Shell Companies,09-Oct-20,$10.00,10.350000381469727,15.680000305175781,2021-01-14,10.149999618530273,2020-12-01,44.0,0.0,10.149999618530273
STTK,STTK,Biotechnology,09-Oct-20,$17.00,22.0,60.51599884033203,2020-12-24,17.510000228881836,2020-10-09,76.0,0.0,17.510000228881836
SPRB,SPRB,Biotechnology,09-Oct-20,$15.00,18.139999389648438,35.599998474121094,2020-11-27,15.119999885559082,2020-10-09,49.0,0.0,15.119999885559082
KRON,KRON,Biotechnology,09-Oct-20,$19.00,28.5,39.60499954223633,2020-11-24,25.500999450683594,2020-10-09,46.0,0.0,25.500999450683594
CDAK,CDAK,Biotechnology,14-Oct-20,$15.00,14.100000381469727,37.849998474121094,2021-01-07,7.900000095367432,2020-11-18,85.0,35.0,7.900000095367432
FVAM,FVAM,Shell Companies,14-Oct-20,$10.00,10.0,11.0,2020-10-15,9.979999542236328,2020-10-16,1.0,2.0,9.994999885559082
ARRY,ARRY,Solar,15-Oct-20,$22.00,29.5,54.779998779296875,2021-01-08,29.049999237060547,2020-10-15,85.0,0.0,29.049999237060547
MNSO,MNSO,Specialty Retail,15-Oct-20,$20.00,24.399999618530273,31.600000381469727,2020-12-24,17.979999542236328,2020-11-24,70.0,40.0,17.979999542236328
MOTN,MOTN,Shell Companies,15-Oct-20,$10.00,10.149999618530273,10.583999633789062,2021-01-12,9.949999809265137,2020-12-31,26.0,14.0,9.949999809265137
TMTS,TMTS,Shell Companies,15-Oct-20,$10.00,9.75,10.586000442504883,2020-11-19,9.649999618530273,2020-11-02,17.0,0.0,9.649999618530273
EBC,EBC,Banks—Regional,15-Oct-20,$10.00,12.25,17.049999237060547,2021-01-07,11.739999771118164,2020-10-19,84.0,4.0,11.739999771118164
KRBP,KRBP,Biotechnology,16-Oct-20,$12.00,11.800000190734863,18.5,2020-12-17,8.010000228881836,2020-11-24,62.0,39.0,8.010000228881836
BTWN,BTWN,Shell Companies,16-Oct-20,$10.00,23.799999237060547,25.84000015258789,2020-12-07,10.5,2020-12-07,0.0,0.0,10.5
OPT,OPT,Biotechnology,16-Oct-20,$13.50,11.050000190734863,14.0,2020-10-22,10.220000267028809,2020-10-16,6.0,0.0,10.220000267028809
PRAX,PRAX,Biotechnology,16-Oct-20,$19.00,25.940000534057617,60.95100021362305,2021-01-08,23.899999618530273,2020-11-10,84.0,25.0,23.899999618530273
EAR,EAR,Medical Devices,16-Oct-20,$18.00,36.0,62.9900016784668,2021-01-13,32.58000183105469,2020-10-20,89.0,4.0,32.58000183105469
TARS,TARS,Biotechnology,16-Oct-20,$16.00,16.200000762939453,63.689998626708984,2020-12-18,15.324999809265137,2020-10-16,63.0,0.0,15.324999809265137
ALGS,ALGS,Biotechnology,16-Oct-20,$15.00,17.399999618530273,36.58000183105469,2021-01-14,12.819999694824219,2020-10-20,90.0,4.0,12.819999694824219
TMPM,TMPM,Shell Companies,16-Oct-20,$10.00,10.0600004196167,11.0,2021-01-05,9.954999923706055,2020-12-30,6.0,0.0,9.954999923706055
GWAC,GWAC,Shell Companies,20-Oct-20,$10.00,9.800000190734863,10.529999732971191,2020-12-28,9.699999809265137,2020-12-07,21.0,0.0,9.699999809265137
DCRB,DCRB,Shell Companies,20-Oct-20,$10.00,10.3100004196167,12.470000267028809,2021-01-14,10.010000228881836,2020-12-16,31.0,2.0,10.010000228881836
HZON,HZON,Shell Companies,20-Oct-20,$10.00,10.100000381469727,11.25,2020-12-14,9.90999984741211,2020-12-10,4.0,0.0,9.90999984741211
HLXA,HLXA,Shell Companies,20-Oct-20,$10.00,10.15999984741211,11.75,2020-12-30,10.15999984741211,2020-10-20,71.0,0.0,10.15999984741211
YGMZ,YGMZ,Trucking,21-Oct-20,$4.00,4.400000095367432,18.84000015258789,2020-12-17,3.6589999198913574,2020-12-04,57.0,44.0,3.6589999198913574
SPNV,SPNV,Shell Companies,21-Oct-20,$10.00,10.973999977111816,13.0,2020-12-11,10.149999618530273,2020-12-11,0.0,0.0,10.149999618530273
HIGA,HIGA,Shell Companies,21-Oct-20,$10.00,10.0,15.460000038146973,2020-12-14,9.75,2020-12-11,3.0,0.0,9.75
MSP,MSP,Software—Application,21-Oct-20,$27.00,32.0,33.459999084472656,2020-11-13,24.059999465942383,2021-01-06,23.0,77.0,26.0
SRSA,SRSA,Shell Companies,21-Oct-20,$10.00,10.010000228881836,12.289999961853027,2021-01-08,10.010000228881836,2020-12-30,9.0,0.0,10.010000228881836
XPOA,XPOA,Shell Companies,21-Oct-20,$10.00,10.25,11.069999694824219,2020-12-28,10.0,2020-12-11,17.0,0.0,10.0
LFTR,LFTR,Shell Companies,21-Oct-20,$10.00,10.109999656677246,11.699999809265137,2020-12-23,9.899999618530273,2020-12-18,5.0,0.0,9.899999618530273
TEKK,TEKK,Shell Companies,22-Oct-20,$10.00,10.154999732971191,11.005000114440918,2021-01-05,9.899999618530273,2021-01-04,6.0,5.0,9.899999618530273
MCFE,MCFE,Software—Application,22-Oct-20,$20.00,18.600000381469727,19.780000686645508,2020-10-23,14.800000190734863,2020-12-08,1.0,47.0,18.290000915527344
GHLD,GHLD,Mortgage Finance,22-Oct-20,$15.00,15.0,18.0,2021-01-12,13.130000114440918,2020-11-19,82.0,28.0,13.130000114440918
BLSA,BLSA,Shell Companies,22-Oct-20,$10.00,10.279999732971191,12.085000038146973,2020-12-18,10.149999618530273,2020-10-22,57.0,0.0,10.149999618530273
CTAC,CTAC,Shell Companies,22-Oct-20,$10.00,10.100000381469727,11.0,2020-12-15,9.729999542236328,2020-12-15,4.0,4.0,9.729999542236328
ABCM,ABCM,Biotechnology,22-Oct-20,$17.50,18.0,24.690000534057617,2021-01-14,17.709999084472656,2020-10-22,84.0,0.0,17.709999084472656
RICE,RICE,Shell Companies,22-Oct-20,$10.00,11.5,12.305000305175781,2021-01-14,10.199999809265137,2020-12-16,31.0,2.0,10.199999809265137
YSAC,YSAC,Shell Companies,22-Oct-20,$10.00,9.975000381469727,10.630000114440918,2020-12-24,9.90999984741211,2021-01-08,16.0,31.0,9.975000381469727
FHTX,FHTX,Biotechnology,23-Oct-20,$16.00,19.0,28.264999389648438,2020-12-18,14.029999732971191,2020-10-28,56.0,5.0,14.029999732971191
ACAC,ACAC,Shell Companies,23-Oct-20,$10.00,10.5,11.279999732971191,2020-12-22,9.961000442504883,2020-12-23,1.0,2.0,10.154999732971191
EUCR,EUCR,Shell Companies,23-Oct-20,$10.00,10.0,10.779999732971191,2021-01-07,9.989999771118164,2021-01-04,9.0,6.0,9.989999771118164
ATAC,ATAC,Shell Companies,23-Oct-20,$10.00,10.75,12.069999694824219,2020-12-28,10.0,2020-12-15,14.0,1.0,10.0
MACU,MACU,Shell Companies,27-Oct-20,$10.00,10.25,10.390000343322754,2021-01-05,9.800000190734863,2020-12-11,25.0,0.0,9.800000190734863
LUXA,LUXA,Shell Companies,27-Oct-20,$10.00,11.0,12.09000015258789,2020-12-21,10.300000190734863,2020-12-22,3.0,4.0,10.609999656677246
BOAC,BOAC,Shell Companies,28-Oct-20,$10.00,11.149999618530273,13.09000015258789,2020-12-24,10.029999732971191,2020-12-18,6.0,0.0,10.029999732971191
GATO,GATO,Other Precious Metals & Mining,28-Oct-20,$7.00,6.5,15.720000267028809,2021-01-04,5.78000020980835,2020-10-28,68.0,0.0,5.78000020980835
BDSX,BDSX,Diagnostics & Research,28-Oct-20,$18.00,13.59000015258789,28.809999465942383,2021-01-15,10.850000381469727,2020-11-09,79.0,12.0,10.850000381469727
MAX,MAX,Internet Content & Information,28-Oct-20,$19.00,23.0,52.93000030517578,2020-11-09,21.6200008392334,2020-10-28,12.0,0.0,21.6200008392334
ROOT,ROOT,Insurance—Property & Casualty,28-Oct-20,$27.00,26.0,29.479999542236328,2020-10-28,13.569999694824219,2020-12-16,0.0,49.0,26.0
AJAX,AJAX,Shell Companies,28-Oct-20,$10.00,11.5,13.350000381469727,2020-12-28,11.0,2020-12-18,10.0,0.0,11.0
ACIC,ACIC,Shell Companies,28-Oct-20,$10.00,10.149999618530273,11.819999694824219,2020-12-28,9.729999542236328,2020-12-23,10.0,5.0,9.729999542236328
ABST,ABST,Software—Application,28-Oct-20,$11.00,11.0,13.869999885559082,2021-01-14,9.359999656677246,2020-11-19,78.0,22.0,9.359999656677246
DSAC,DSAC,Shell Companies,29-Oct-20,$10.00,9.737000465393066,10.505999565124512,2020-12-08,9.6899995803833,2020-12-08,1.0,1.0,9.6899995803833
ALGM,ALGM,Semiconductors,29-Oct-20,$14.00,19.399999618530273,34.65999984741211,2021-01-15,16.780000686645508,2020-10-30,78.0,1.0,16.780000686645508
GLTO,GLTO,Biotechnology,29-Oct-20,$15.00,15.0,17.989999771118164,2020-11-23,11.569999694824219,2020-12-29,25.0,61.0,13.319999694824219
LESL,LESL,Home Improvement Retail,29-Oct-20,$17.00,20.670000076293945,28.950000762939453,2020-12-24,19.149999618530273,2020-11-24,56.0,26.0,19.149999618530273
JUPW,JUPW,Drug Manufacturers—Specialty & Generic,30-Oct-20,$7.50,6.5,8.350000381469727,2020-12-17,3.7300000190734863,2020-11-05,48.0,6.0,3.7300000190734863
BHSE,BHSE,Shell Companies,30-Oct-20,$10.00,9.899999618530273,11.1899995803833,2020-12-30,9.800000190734863,2020-12-21,13.0,4.0,9.800000190734863
NBA,NBA,Shell Companies,30-Oct-20,$10.00,9.800000190734863,10.9399995803833,2020-12-24,9.800000190734863,2020-11-19,35.0,0.0,9.800000190734863
CONX,CONX,Shell Companies,30-Oct-20,$10.00,10.0,10.5,2020-12-22,9.869999885559082,2021-01-04,1.0,14.0,9.90999984741211
LU,LU,Credit Services,30-Oct-20,$13.50,11.600000381469727,20.170000076293945,2020-11-13,11.5600004196167,2020-10-30,14.0,0.0,11.5600004196167
AVIR,AVIR,Biotechnology,30-Oct-20,$24.00,27.030000686645508,57.189998626708984,2021-01-15,24.149999618530273,2020-11-09,77.0,10.0,24.149999618530273
SQZ,SQZ,Biotechnology,30-Oct-20,$16.00,15.050000190734863,36.4900016784668,2020-11-17,12.979999542236328,2020-10-30,18.0,0.0,12.979999542236328
DBDR,DBDR,Shell Companies,06-Nov-20,$10.00,9.829999923706055,10.579999923706055,2021-01-14,9.449999809265137,2020-11-24,56.0,5.0,9.449999809265137
ADOC,ADOC,Shell Companies,10-Nov-20,$10.00,9.850000381469727,10.34000015258789,2021-01-12,9.850000381469727,2020-12-10,33.0,0.0,9.850000381469727
TSIA,TSIA,Shell Companies,10-Nov-20,$10.00,19.350000381469727,19.350000381469727,2020-12-31,10.0,2021-01-08,0.0,8.0,10.010000228881836
STIC,STIC,Shell Companies,11-Nov-20,$10.00,13.0,19.540000915527344,2020-12-24,11.5,2020-12-18,6.0,0.0,11.5
CFAC,CFAC,Shell Companies,13-Nov-20,$10.00,11.0,14.489999771118164,2021-01-14,10.539999961853027,2021-01-13,3.0,2.0,10.539999961853027
BWAC,BWAC,Shell Companies,13-Nov-20,$10.00,10.65999984741211,10.65999984741211,2020-12-28,10.09000015258789,2021-01-06,0.0,9.0,10.100000381469727
DMYI,DMYI,Shell Companies,13-Nov-20,$10.00,11.125,12.350000381469727,2021-01-08,10.5,2021-01-04,4.0,0.0,10.5
HAAC,HAAC,Shell Companies,13-Nov-20,$10.00,"Date
2021-01-15    12.0
2021-01-15    12.0
Name: Open, dtype: float64",12.050000190734863,2021-01-15,11.447500228881836,2021-01-15,0.0,0.0,11.447500228881836
OTRA,OTRA,Shell Companies,17-Nov-20,$10.00,9.949999809265137,10.5,2021-01-05,9.859000205993652,2020-12-21,15.0,0.0,9.859000205993652
PIPP,PIPP,Shell Companies,17-Nov-20,$10.00,10.75,14.9399995803833,2021-01-14,9.949999809265137,2021-01-07,7.0,0.0,9.949999809265137
ZNTE,ZNTE,Shell Companies,17-Nov-20,$10.00,10.5,10.970000267028809,2021-01-15,10.130000114440918,2021-01-07,8.0,0.0,10.130000114440918
DGNS,DGNS,Shell Companies,17-Nov-20,$10.00,11.229999542236328,14.621000289916992,2021-01-14,10.699999809265137,2020-11-25,58.0,8.0,10.699999809265137
PHIC,PHIC,Shell Companies,18-Nov-20,$10.00,10.5,10.5,2021-01-13,10.210000038146973,2021-01-15,0.0,2.0,10.449999809265137
TLS,TLS,Information Technology Services,19-Nov-20,$17.00,21.899999618530273,40.310001373291016,2021-01-15,18.079999923706055,2020-11-19,57.0,0.0,18.079999923706055
CHFW,CHFW,Shell Companies,19-Nov-20,$10.00,10.0,10.34000015258789,2021-01-14,9.90999984741211,2021-01-11,3.0,0.0,9.90999984741211
IIAC,IIAC,Shell Companies,19-Nov-20,$10.00,10.010000228881836,10.949999809265137,2021-01-14,9.90999984741211,2021-01-11,3.0,0.0,9.90999984741211
LNFA,LNFA,Shell Companies,19-Nov-20,$10.00,10.0,10.699999809265137,2021-01-13,9.579999923706055,2021-01-07,6.0,0.0,9.579999923706055
NGMS,NGMS,Electronic Gaming & Multimedia,19-Nov-20,$17.00,21.149999618530273,38.75,2021-01-04,18.670000076293945,2020-11-24,46.0,5.0,18.670000076293945
YSG,YSG,Specialty Retail,19-Nov-20,$10.50,17.510000228881836,21.65999984741211,2021-01-14,15.170000076293945,2020-12-07,56.0,18.0,15.170000076293945
OLMA,OLMA,Biotechnology,19-Nov-20,$19.00,45.0,60.27000045776367,2020-12-02,35.72999954223633,2020-12-17,13.0,28.0,40.0
RTPZ,RTPZ,Shell Companies,19-Nov-20,$10.00,11.300000190734863,12.979999542236328,2021-01-15,11.039999961853027,2021-01-11,4.0,0.0,11.039999961853027
JYAC,JYAC,Shell Companies,19-Nov-20,$10.00,10.0,11.010000228881836,2020-12-24,9.880000114440918,2020-12-01,35.0,12.0,9.880000114440918
ARBG,ARBG,Shell Companies,20-Nov-20,$10.00,10.25,10.75,2021-01-13,10.199999809265137,2021-01-11,2.0,0.0,10.199999809265137
CAS,CAS,Shell Companies,20-Nov-20,$10.00,"Date
2021-01-15    10.06
2021-01-15    10.06
Name: Open, dtype: float64",10.399999618530273,2021-01-15,10.0600004196167,2021-01-15,0.0,0.0,10.0600004196167
LSAQ,LSAQ,Shell Companies,20-Nov-20,$10.00,10.100000381469727,12.680000305175781,2021-01-13,10.050000190734863,2020-11-23,51.0,0.0,10.050000190734863
SHC,SHC,Diagnostics & Research,20-Nov-20,$23.00,27.0,29.0,2020-11-24,24.049999237060547,2020-11-20,4.0,0.0,24.049999237060547
OCA,OCA,Shell Companies,20-Nov-20,$10.00,10.0,10.390000343322754,2021-01-13,9.90999984741211,2021-01-12,1.0,0.0,9.90999984741211
MRVI,MRVI,Biotechnology,20-Nov-20,$27.00,31.950000762939453,32.459999084472656,2020-11-20,23.6200008392334,2020-12-09,0.0,19.0,29.399999618530273
BREZ,BREZ,Shell Companies,23-Nov-20,$10.00,16.0,16.0,2020-12-23,10.0,2020-12-23,0.0,0.0,10.0
VMAR,VMAR,Leisure,24-Nov-20,$10.00,11.029999732971191,17.899999618530273,2020-12-22,10.699999809265137,2020-11-24,28.0,0.0,10.699999809265137
HFEN,HFEN,Real Estate—Development,24-Nov-20,$7.00,7.0,7.5,2020-12-17,4.599999904632568,2020-12-15,22.0,20.0,4.599999904632568
GNPK,GNPK,Shell Companies,24-Nov-20,$10.00,10.699999809265137,10.699999809265137,2021-01-14,10.149999618530273,2021-01-15,0.0,1.0,10.300000190734863
SV,SV,Shell Companies,24-Nov-20,$10.00,10.0,10.819999694824219,2020-12-22,9.899999618530273,2020-12-09,13.0,0.0,9.899999618530273
VCVC,VCVC,Shell Companies,24-Nov-20,$10.00,10.300000190734863,10.979999542236328,2021-01-13,10.159000396728516,2021-01-13,0.0,0.0,10.159000396728516
TINV,TINV,Shell Companies,24-Nov-20,$10.00,11.0,11.010000228881836,2021-01-14,10.300000190734863,2021-01-15,0.0,1.0,10.369999885559082
OZON,OZON,Internet Retail,24-Nov-20,$30.00,41.0,53.4900016784668,2021-01-15,38.09000015258789,2020-11-27,51.0,2.0,38.09000015258789
FRX,FRX,n/a,25-Nov-20,$10.00,"Date
2021-01-15    11.2420
2021-01-15    11.2424
Name: Open, dtype: float64",11.581000328063965,2021-01-15,10.270000457763672,2021-01-15,0.0,0.0,10.270000457763672
SPRQ,SPRQ,Shell Companies,25-Nov-20,$10.00,"Date
2021-01-15    12.5
2021-01-15    12.5
Name: Open, dtype: float64",12.5,2021-01-15,10.829999923706055,2021-01-15,0.0,0.0,10.829999923706055
SGAM,SGAM,Shell Companies,30-Nov-20,$10.00,9.800000190734863,10.6850004196167,2021-01-12,9.800000190734863,2020-12-10,33.0,0.0,9.800000190734863
CAP,CAP,n/a,02-Dec-20,$10.00,21.5,20.5,2020-12-24,19.049999237060547,2020-12-22,22.0,20.0,19.049999237060547
RSVA,RSVA,Shell Companies,02-Dec-20,$10.00,13.5,20.059999465942383,2021-01-08,11.789999961853027,2021-01-06,3.0,1.0,11.789999961853027
KNTE,KNTE,Biotechnology,03-Dec-20,$20.00,40.0,48.75,2020-12-08,34.13999938964844,2020-12-16,5.0,13.0,35.040000915527344
DCBO,DCBO,Software—Application,03-Dec-20,$52.21,51.0099983215332,68.0,2021-01-04,47.11000061035156,2020-12-07,32.0,4.0,47.11000061035156
SBTX,SBTX,Biotechnology,04-Dec-20,$21.00,28.579999923706055,54.40999984741211,2021-01-15,24.219999313354492,2020-12-07,42.0,3.0,24.219999313354492
SEER,SEER,Biotechnology,04-Dec-20,$19.00,48.0,86.12999725341797,2020-12-11,44.0,2020-12-04,7.0,0.0,44.0
SGTX,SGTX,Biotechnology,04-Dec-20,$18.00,22.0,54.31700134277344,2020-12-22,22.0,2020-12-04,18.0,0.0,22.0
YQ,YQ,Education & Training Services,04-Dec-20,$10.50,10.5,23.93000030517578,2020-12-09,10.0,2020-12-04,5.0,0.0,10.0
DASH,DASH,Internet Content & Information,09-Dec-20,$102.00,182.0,221.39999389648438,2021-01-14,135.3800048828125,2020-12-31,36.0,22.0,135.3800048828125
PUBM,PUBM,Software—Application,09-Dec-20,$20.00,25.1200008392334,38.70000076293945,2020-12-23,22.420000076293945,2020-12-15,14.0,6.0,22.420000076293945
AI,AI,Information Technology Services,09-Dec-20,$42.00,100.0,183.89999389648438,2020-12-23,90.02999877929688,2020-12-09,14.0,0.0,90.02999877929688
HYFM,HYFM,Farm & Heavy Construction Machinery,10-Dec-20,$20.00,46.0,77.4000015258789,2021-01-12,41.59000015258789,2020-12-15,33.0,5.0,41.59000015258789
ABNB,ABNB,Internet Content & Information,10-Dec-20,$68.00,146.0,187.4199981689453,2021-01-14,121.5,2020-12-15,35.0,5.0,121.5
VVOS,VVOS,Medical Devices,11-Dec-20,$6.00,7.070000171661377,14.40999984741211,2020-12-11,5.639999866485596,2020-12-31,0.0,20.0,6.800000190734863
FDMT,FDMT,Biotechnology,11-Dec-20,$23.00,40.0,50.880001068115234,2021-01-14,35.0099983215332,2021-01-05,34.0,25.0,35.0099983215332
CERT,CERT,Biotechnology,11-Dec-20,$23.00,29.899999618530273,41.790000915527344,2020-12-23,29.700000762939453,2020-12-11,12.0,0.0,29.700000762939453
ABCL,ABCL,Biotechnology,11-Dec-20,$20.00,61.0,71.91000366210938,2020-12-11,36.27000045776367,2021-01-11,0.0,31.0,48.97999954223633
NBTX,NBTX,Biotechnology,11-Dec-20,$13.50,18.149999618530273,21.549999237060547,2020-12-16,15.890000343322754,2020-12-14,5.0,3.0,15.890000343322754
ROCC,ROCC,Shell Companies,11-Dec-20,$10.00,10.069999694824219,10.84000015258789,2021-01-15,9.90999984741211,2021-01-08,10.0,3.0,9.90999984741211
OCG,OCG,Internet Retail,15-Dec-20,$4.00,6.25,25.850000381469727,2020-12-17,4.519999980926514,2021-01-04,2.0,20.0,5.269999980926514
WNW,WNW,Restaurants,15-Dec-20,$5.00,7.980000019073486,160.67999267578125,2020-12-17,7.309999942779541,2020-12-15,2.0,0.0,7.309999942779541
UPST,UPST,Credit Services,16-Dec-20,$20.00,26.0,69.4800033569336,2021-01-13,22.610000610351562,2020-12-16,28.0,0.0,22.610000610351562
BCAB,BCAB,Biotechnology,16-Dec-20,$18.00,30.549999237060547,49.4900016784668,2021-01-14,27.149999618530273,2020-12-16,29.0,0.0,27.149999618530273
WISH,WISH,Internet Retail,16-Dec-20,$24.00,22.75,28.25,2021-01-14,17.40999984741211,2020-12-31,29.0,15.0,17.40999984741211
SCPS,SCPS,Biotechnology,16-Dec-20,$5.50,7.699999809265137,47.86000061035156,2020-12-17,5.340000152587891,2020-12-16,1.0,0.0,5.340000152587891
VIRI,VIRI,Biotechnology,17-Dec-20,$10.00,12.149999618530273,16.709999084472656,2020-12-17,7.159999847412109,2021-01-04,0.0,18.0,10.300000190734863
MDWT,MDWT,Insurance—Life,17-Dec-20,$70.00,67.26000213623047,68.0,2020-12-17,52.0,2020-12-18,0.0,1.0,56.18000030517578
MASS,MASS,Medical Devices,18-Dec-20,$20.00,45.5099983215332,74.0,2020-12-28,43.25,2020-12-18,10.0,0.0,43.25
GBS,GBS,Medical Devices,23-Dec-20,$17.00,9.239999771118164,14.239999771118164,2020-12-23,7.03000020980835,2020-12-31,0.0,8.0,8.609999656677246
IKT,IKT,Biotechnology,23-Dec-20,$10.00,10.670000076293945,11.800000190734863,2020-12-23,6.420000076293945,2020-12-31,0.0,8.0,9.3100004196167
HCAR,HCAR,Shell Companies,23-Dec-20,$10.00,10.010000228881836,10.319999694824219,2021-01-12,9.949999809265137,2021-01-05,7.0,0.0,9.949999809265137
MRM,MRM,Personal Services,29-Dec-20,$15.00,19.799999237060547,19.799999237060547,2020-12-29,13.149999618530273,2021-01-15,0.0,17.0,14.029999732971191
